path,true_label,pred_label,score,subject_preview
dataset/easy_ham/0976.3da1d276c9603bdf777d80e0e74ec148,ham,Safe,8.00,From fork-admin@xent.com  Tue Oct  8 00:32:02 2002
dataset/easy_ham/1120.bec3610a9fcdb3cf5c74d9e60bfbfa1d,ham,Safe,8.00,From rpm-list-admin@freshrpms.net  Thu Aug 29 10:58:30 2002
dataset/easy_ham/1812.f25ce16131a4a1e9b4eb4e04f748509a,ham,Safe,2.00,Return-Path: skip@pobox.com
dataset/easy_ham/1472.817651cadec68cf13d9b23d336825269,ham,Safe,8.00,From spamassassin-talk-admin@lists.sourceforge.net  Thu Aug 29 11:08:19 2002
dataset/easy_ham/2006.65d9202fe457e8c8eb1510926632d148,ham,Safe,8.00,From rssfeeds@jmason.org  Thu Sep 26 11:02:53 2002
dataset/easy_ham/2358.5fbef21d157da3cf529ad0b1773fcbaf,ham,Safe,8.00,From rssfeeds@jmason.org  Fri Oct  4 11:02:03 2002
dataset/easy_ham/1408.c202263092b223a607078977ed7aa6c3,ham,Safe,8.00,From spamassassin-talk-admin@lists.sourceforge.net  Fri Aug 23 11:12:29 2002
dataset/easy_ham/0988.0743b9293ec2636dbc6065acd9b646fb,ham,Safe,8.00,From fork-admin@xent.com  Fri Aug 23 11:08:50 2002
dataset/easy_ham/0732.63667434e8712ed16361596f40c468ed,ham,Safe,8.00,From fork-admin@xent.com  Sat Sep 21 10:42:51 2002
dataset/easy_ham/1390.6e72b8ce6b837d6072790479e742fb4a,ham,Safe,8.00,From rpm-list-admin@freshrpms.net  Wed Aug 28 10:46:33 2002
dataset/easy_ham/1978.9e384f828b5c1d538c7758ffda11e3a1,ham,Safe,8.00,From rssfeeds@jmason.org  Wed Sep 25 10:23:29 2002
dataset/easy_ham/1436.b6274330d7d8fd92eb9cfc2f999555cb,ham,Safe,8.00,From spamassassin-talk-admin@lists.sourceforge.net  Wed Aug 28 16:22:09 2002
dataset/easy_ham/1493.0e19ac93ca8fe935323151417bc2e959,ham,Safe,8.00,From razor-users-admin@lists.sourceforge.net  Fri Aug 23 11:07:36 2002
dataset/easy_ham/0189.01e4dc6ee1379e5ee100b4c33c9c3afd,ham,Safe,9.00,From rpm-list-admin@freshrpms.net  Tue Oct  8 10:56:20 2002
dataset/easy_ham/0923.62f8eb57510330d6658ea55e5d7277df,ham,Safe,8.00,From fork-admin@xent.com  Thu Oct  3 12:55:27 2002
dataset/easy_ham/0184.9006c74135af56c874879f0d45c1a689,ham,Safe,9.00,From rssfeeds@example.com  Tue Oct  8 10:56:18 2002
dataset/easy_ham/0311.de3984f9da9dba841ba515681fa065a6,ham,Safe,6.00,From secprog-return-484-zzzz=example.com@securityfocus.com  Fri Sep  6 15:24:57 2002
dataset/easy_ham/2044.44bf59ea8589daeadc7af5f5c4d7827a,ham,Safe,8.00,From rssfeeds@jmason.org  Thu Sep 26 16:41:28 2002
dataset/easy_ham/2282.0d102fad2c79a83bef590c669666f298,ham,Safe,9.00,From rssfeeds@jmason.org  Wed Oct  2 11:43:49 2002
dataset/easy_ham/1186.fcd93eee19319006fece61d0d3a0bc13,ham,Safe,8.00,From rpm-list-admin@freshrpms.net  Mon Sep  9 18:04:53 2002
dataset/easy_ham/0241.f1989a8ee4ea188e90f3a5d4d40f4e36,ham,Safe,8.00,From fork-admin@xent.com  Wed Aug 28 10:51:16 2002
dataset/easy_ham/1801.906dd11cca6bee22c6843afb597c87a3,ham,Safe,2.00,Return-Path: tim.one@comcast.net
dataset/easy_ham/0247.98ed5d80f80da3915b5a1d10ee19c50a,ham,Safe,6.00,From ilug-admin@linux.ie  Wed Aug 28 10:47:27 2002
dataset/easy_ham/0550.8e86f9859287ac9846e3c179b29e0fc1,ham,Safe,8.00,From fork-admin@xent.com  Sat Sep  7 22:08:12 2002
dataset/easy_ham/0014.532e0a17d0674ba7a9baa7b0afe5fb52,ham,Safe,8.00,From exmh-workers-admin@redhat.com  Fri Aug 23 11:06:58 2002
dataset/easy_ham/1067.b872a9f6853971d7190007a64d60e381,ham,Safe,8.00,From exmh-users-admin@redhat.com  Tue Sep 10 11:23:22 2002
dataset/easy_ham/2039.8737172ff7a6577876bbdcd440a2d7f4,ham,Safe,8.00,From rssfeeds@jmason.org  Thu Sep 26 16:33:57 2002
dataset/easy_ham/0203.5f055220d95eaa1de71c7f24e004a7f5,ham,Phishing,11.00,From sentto-2242572-56020-1034080299-zzzz=example.com@returns.groups.yahoo.com  Tue Oct  8 14:40:31 2002
dataset/easy_ham/0837.23be7a8b5000203fd4e9fba1574d9fa3,ham,Safe,8.00,From fork-admin@xent.com  Wed Sep 25 10:24:51 2002
dataset/easy_ham/0973.89427fb666841ff5794e403f199002af,ham,Safe,8.00,From fork-admin@xent.com  Mon Oct  7 21:56:38 2002
dataset/easy_ham/1905.69e96a22bf5c104ac4f0964ab31cf82d,ham,Safe,8.00,From pudge@perl.org  Tue Sep 24 10:47:05 2002
dataset/easy_ham/1861.ace2433031b3ea150e728b34850cdceb,ham,Safe,2.00,Return-Path: skip@pobox.com
dataset/easy_ham/1109.50269c75e11405ffa85a38881a36e166,ham,Safe,8.00,From exmh-users-admin@redhat.com  Thu Sep 19 13:00:19 2002
dataset/easy_ham/2384.835c56e56932e88a89271d2d13df9a8c,ham,Safe,9.00,From rssfeeds@jmason.org  Sat Oct  5 10:37:28 2002
dataset/easy_ham/0820.28def4e42460f6194152556fb05f915d,ham,Safe,8.00,From fork-admin@xent.com  Tue Sep 24 10:49:40 2002
dataset/easy_ham/1901.5fb290d69c23e53e5e299ad81af93e8b,ham,Safe,8.00,From pudge@perl.org  Fri Sep 20 11:29:30 2002
dataset/easy_ham/2259.4f15b8b9bb88d4e85e2a0ba552ca65ca,ham,Safe,7.00,From rssfeeds@jmason.org  Tue Oct  1 10:37:41 2002
dataset/easy_ham/0472.7754e8093e51b661160153403b2915c4,ham,Safe,8.00,From fork-admin@xent.com  Wed Sep  4 11:42:04 2002
dataset/easy_ham/0874.f17f5355a2abf8cb83fb09069c9460bc,ham,Safe,8.00,From fork-admin@xent.com  Mon Sep 30 17:56:13 2002
dataset/easy_ham/0485.4657c96dd864d02d6273cb268b631015,ham,Safe,8.00,From fork-admin@xent.com  Thu Sep  5 11:31:10 2002
dataset/easy_ham/2105.b5a33b8a9bb69d17d1b2201aaf5978b2,ham,Safe,9.00,From rssfeeds@jmason.org  Thu Sep 26 16:43:23 2002
dataset/easy_ham/2028.376e3e27123560237f00a7936cc8de05,ham,Safe,8.00,From rssfeeds@jmason.org  Thu Sep 26 11:03:33 2002
dataset/easy_ham/2308.8b4818fe0a951cd1c03cfad294778951,ham,Safe,8.00,From rssfeeds@jmason.org  Thu Oct  3 12:24:18 2002
dataset/easy_ham/2522.dc159c06c191406ece1b0fc98a352bbe,ham,Safe,8.00,From rssfeeds@jmason.org  Wed Oct  9 10:53:10 2002
dataset/easy_ham/0333.b702dbd33bcec7b614b9f223b2487688,ham,Safe,8.00,From rpm-list-admin@freshrpms.net  Wed Oct  9 10:49:49 2002
dataset/easy_ham/2299.c928b7bad131d78430d84f5518fc6c59,ham,Safe,8.00,From rssfeeds@jmason.org  Wed Oct  2 11:44:39 2002
dataset/easy_ham/1982.896a7f0768d957cb97d487b7c4525683,ham,Safe,8.00,From rssfeeds@jmason.org  Wed Sep 25 10:23:35 2002
dataset/easy_ham/0797.b6a29c752d725a91f6edb2a46fa21be6,ham,Safe,8.00,From fork-admin@xent.com  Mon Sep 23 23:01:16 2002
dataset/easy_ham/0598.1ac8a662753f1bba429f52eb184ba794,ham,Safe,8.00,From fork-admin@xent.com  Tue Sep 10 11:07:46 2002
dataset/easy_ham/0046.05e8a863eaf20f90374d0a15427d9a16,ham,Safe,8.00,From fork-admin@xent.com  Fri Aug 23 11:08:35 2002
dataset/easy_ham/0076.f565b68778786f9b9736f779489331f0,ham,Safe,6.00,From ilug-admin@linux.ie  Thu Aug 29 16:52:52 2002
dataset/easy_ham/1131.7f31a18433046205b44e6b46f9677f9a,ham,Safe,8.00,From rpm-list-admin@freshrpms.net  Mon Sep  2 13:14:25 2002
dataset/easy_ham/0215.201f7adff1b30b986939a5fa17a80a86,ham,Phishing,11.00,From felinda@frogstone.net  Wed Aug 28 10:53:37 2002
dataset/easy_ham/1726.dcd76e312ad123a4882c12b77f0b92c3,ham,Safe,6.00,From secprog-return-487-jm=jmason.org@securityfocus.com  Fri Sep  6 11:38:01 2002
dataset/easy_ham/2398.28b39e53d2a685ead6f2045f6d7b121c,ham,Safe,9.00,From rssfeeds@jmason.org  Sat Oct  5 12:37:59 2002
dataset/easy_ham/2099.f02255a3e671b498c68e6c282292dbe6,ham,Safe,6.00,From rssfeeds@jmason.org  Thu Sep 26 16:43:18 2002
dataset/easy_ham/1581.c8719428ba4a8c4655281826b878ddd0,ham,Safe,2.00,From schaefer@zanshin.com  Mon Sep 16 19:20:19 2002
dataset/easy_ham/1633.c1b90a09ff40266eef2b0b60587a3881,ham,Safe,8.00,From spamassassin-devel-admin@lists.sourceforge.net  Thu Aug 22 16:27:25 2002
dataset/easy_ham/1306.3b683083387258330ff8d33a8bf36aae,ham,Safe,9.00,From rpm-list-admin@freshrpms.net  Wed Oct  2 11:45:06 2002
dataset/easy_ham/1872.2b63f04638f3878d95641f0194baa501,ham,Safe,8.00,From pudge@perl.org  Wed Aug 28 10:46:28 2002
dataset/easy_ham/1499.37d7a1b89dcf94a9b123ad584c2fa149,ham,Safe,8.00,From razor-users-admin@lists.sourceforge.net  Mon Aug 26 15:16:58 2002
dataset/easy_ham/1957.0fd661cae9ba750c8d2005ca5f5f2075,ham,Safe,8.00,From rssfeeds@jmason.org  Tue Sep 24 10:47:55 2002
dataset/easy_ham/2198.161bc9ce9471f604149d2468b2bc198d,ham,Safe,8.00,From rssfeeds@jmason.org  Tue Oct  1 10:36:31 2002
dataset/easy_ham/0040.930593a7e616570a2b63f2d774847316,ham,Safe,8.00,From exmh-users-admin@redhat.com  Fri Aug 23 11:04:30 2002
dataset/easy_ham/0828.244d3a6c6cef70fc0025906b05b069ac,ham,Safe,8.00,From fork-admin@xent.com  Tue Sep 24 17:55:27 2002
dataset/easy_ham/0793.d39943e77b6404bf634356296c94f409,ham,Safe,8.00,From fork-admin@xent.com  Mon Sep 23 22:48:12 2002
dataset/easy_ham/0361.36332081025aaf122520737c26461a88,ham,Safe,8.00,From fork-admin@xent.com  Mon Aug 26 16:02:17 2002
dataset/easy_ham/1705.d042ec093f873897ebf5146274dc2a20,ham,Safe,8.00,From razor-users-admin@lists.sourceforge.net  Thu Oct  3 12:23:43 2002
dataset/easy_ham/1418.5c36d043127ec0c29964b54b5ba4173c,ham,Safe,8.00,From spamassassin-talk-admin@lists.sourceforge.net  Mon Aug 26 16:57:12 2002
dataset/easy_ham/2230.c744cb0709d0a4d920d4fc5145a072a4,ham,Safe,9.00,From rssfeeds@jmason.org  Tue Oct  1 10:37:03 2002
dataset/easy_ham/1963.314e60fa6f1e6559eee98d1b3b21a6d3,ham,Safe,8.00,From rssfeeds@jmason.org  Tue Sep 24 10:48:05 2002
dataset/easy_ham/0630.fe9381ba8a0b28e57cc0f481d658e0d0,ham,Safe,8.00,From fork-admin@xent.com  Thu Sep 12 21:21:43 2002
dataset/easy_ham/1884.a20accc905fb9492bee347165155a4f9,ham,Safe,8.00,From pudge@perl.org  Tue Sep 10 11:23:11 2002
dataset/easy_ham/1293.10d897dc42804bd393c7ccea0185dc6e,ham,Safe,8.00,From rpm-list-admin@freshrpms.net  Tue Oct  1 10:35:50 2002
dataset/easy_ham/2109.094078fcb88b4e1fa5eb9fc67ba998bc,ham,Safe,9.00,From rssfeeds@jmason.org  Thu Sep 26 16:43:26 2002
dataset/easy_ham/2054.0bc74ce9eff995567528d17ac987f506,ham,Safe,9.00,From rssfeeds@jmason.org  Thu Sep 26 16:41:41 2002
dataset/easy_ham/0868.a7f0eab61f87e815b082348fe914b86f,ham,Safe,9.00,From fork-admin@xent.com  Mon Sep 30 13:53:59 2002
dataset/easy_ham/1187.e5fee75dd86128e81186369567522f61,ham,Safe,8.00,From rpm-list-admin@freshrpms.net  Tue Sep 10 18:14:45 2002
dataset/easy_ham/0399.20be4fa82cc4b6342cf49fc6606c492e,ham,Safe,8.00,From fork-admin@xent.com  Tue Aug 27 17:34:36 2002
dataset/easy_ham/0005.8c3b9e9c0f3f183ddaf7592a11b99957,ham,Safe,8.00,From exmh-users-admin@redhat.com  Thu Aug 22 14:44:07 2002
dataset/easy_ham/1305.079d27bad970916d43f450d17afb2be2,ham,Safe,8.00,From rpm-list-admin@freshrpms.net  Wed Oct  2 11:45:04 2002
dataset/easy_ham/2309.79490ce6b415bc4e9326f3e2e65874f4,ham,Safe,9.00,From rssfeeds@jmason.org  Thu Oct  3 12:24:20 2002
dataset/easy_ham/1657.41457c98e0009a99d917acfbc8f229cd,ham,Safe,8.00,From razor-users-admin@lists.sourceforge.net  Tue Sep  3 22:32:44 2002
dataset/easy_ham/2095.c0d4fbeea4942b5c55a59655694bdb9e,ham,Safe,9.00,From rssfeeds@jmason.org  Thu Sep 26 16:43:13 2002
dataset/easy_ham/0719.078bfec7d10d50405c5213fdcfe069f4,ham,Safe,8.00,From fork-admin@xent.com  Fri Sep 20 11:32:38 2002
dataset/easy_ham/2009.9f155332772871c05e2b980a153ff31e,ham,Safe,8.00,From rssfeeds@jmason.org  Thu Sep 26 11:02:57 2002
dataset/easy_ham/1207.8c832e207c141f927b0810c9ae5ce857,ham,Safe,9.00,From exmh-users-admin@redhat.com  Mon Sep 23 12:06:34 2002
dataset/easy_ham/1965.974ec59d9cbc6bb705f5c3907d6a5b24,ham,Safe,8.00,From rssfeeds@jmason.org  Tue Sep 24 10:48:10 2002
dataset/easy_ham/1747.77c7add87dfb454c2bcc8ce9f60482bd,ham,Safe,2.00,Return-Path: tim.one@comcast.net
dataset/easy_ham/2546.dd6480d3f87f7d525f797d17ac1a0bc8,ham,Safe,9.00,From rssfeeds@jmason.org  Thu Oct 10 12:32:29 2002
dataset/easy_ham/0566.97120c2bc957702e0e1606025799951e,ham,Safe,8.00,From fork-admin@xent.com  Mon Sep  9 10:46:27 2002
dataset/easy_ham/1559.ed17f96c32605795f5d5f88af0c79093,ham,Safe,8.00,From spamassassin-talk-admin@lists.sourceforge.net  Thu Sep 12 15:03:28 2002
dataset/easy_ham/1761.eeb706ce24cbbf2cd21648a4781a1464,ham,Safe,2.00,Return-Path: tim.one@comcast.net
dataset/easy_ham/0579.1220a78a48fabb67052c021782ae7720,ham,Safe,8.00,From fork-admin@xent.com  Mon Sep  9 19:27:39 2002
dataset/easy_ham/1606.3dc1298108c79723735fefb01991f22d,ham,Safe,8.00,From spamassassin-commits-admin@lists.sourceforge.net  Wed Oct  2 16:02:39 2002
dataset/easy_ham/2392.e264d42be089df7d12fae209d04595f9,ham,Phishing,13.00,From rssfeeds@jmason.org  Sat Oct  5 10:37:35 2002
dataset/easy_ham/2459.f9df87daac76e5eab06b4afa37b3921d,ham,Safe,9.00,From rssfeeds@jmason.org  Tue Oct  8 10:55:33 2002
dataset/easy_ham/1604.051f662e3490b712974e5af2cc90043a,ham,Safe,2.00,From quinlan@pathname.com  Fri Sep 20 11:28:07 2002
dataset/easy_ham/1837.e1c6a4364e0762f323cd69d23e030fc8,ham,Safe,6.00,Return-Path: guido@python.org
dataset/easy_ham/1758.c3fc45d31d7f105f7baa0d7617f71402,ham,Safe,2.00,Return-Path: paul-bayes@svensson.org
dataset/easy_ham/0519.3a28a99fa8dd275d13742144dc05ff57,ham,Safe,8.00,From fork-admin@xent.com  Fri Sep  6 11:42:50 2002
dataset/easy_ham/0231.1bc071b16de2cc1e2adab334be65f7c6,ham,Phishing,14.00,From tony@svanstrom.com  Wed Aug 28 11:02:33 2002
dataset/easy_ham/1619.cd1eb30a6bd51a230fb0bc79195ad18f,ham,Safe,8.00,From spamassassin-devel-admin@lists.sourceforge.net  Fri Oct  4 11:07:21 2002
dataset/easy_ham/1969.08d3334c15f2c9c6b41676d715d78d8a,ham,Safe,8.00,From rssfeeds@jmason.org  Wed Sep 25 10:23:13 2002
dataset/easy_ham/1966.a6ad55fc6cdaf28e047c333dd5a55b7e,ham,Safe,8.00,From rssfeeds@jmason.org  Tue Sep 24 10:48:08 2002
dataset/easy_ham/1663.3cda52dac479d2b668e3410feb916e38,ham,Safe,8.00,From razor-users-admin@lists.sourceforge.net  Fri Sep  6 11:35:10 2002
dataset/easy_ham/1591.6b6ae63033581aaf40cb6a6d08da2662,ham,Safe,8.00,From spamassassin-devel-admin@lists.sourceforge.net  Sun Sep 22 00:46:58 2002
dataset/easy_ham/1362.0a5bfcffd711edd195f14820b0677c44,ham,Safe,8.00,From rpm-list-admin@freshrpms.net  Mon Oct  7 18:54:52 2002
dataset/easy_ham/2257.495361f7bad7bdd4d5eb0224bc6356c3,ham,Safe,6.00,From rssfeeds@jmason.org  Tue Oct  1 10:37:38 2002
dataset/easy_ham/2503.43a0b463302d0c595b9829dda18245fc,ham,Safe,9.00,From rssfeeds@jmason.org  Wed Oct  9 10:52:45 2002
dataset/easy_ham/0545.f3614ca8b5095f9b69b7a3ff336d5aac,ham,Safe,8.00,From fork-admin@xent.com  Sat Sep  7 21:53:57 2002
dataset/easy_ham/1449.2dcf4336cc70654def986dda89e9821f,ham,Safe,8.00,From spamassassin-talk-admin@lists.sourceforge.net  Thu Aug 29 11:05:54 2002
dataset/easy_ham/0142.bcc958dabbad574174becaa16334a7e6,ham,Safe,8.00,From ilug-admin@linux.ie  Mon Oct  7 12:07:12 2002
dataset/easy_ham/1491.2e82a3803e51f420c6398d963052469f,ham,Safe,8.00,From razor-users-admin@lists.sourceforge.net  Fri Aug 23 11:06:18 2002
dataset/easy_ham/0340.aae9e33fb151ae061354b8cfe9f90b3d,ham,Safe,8.00,From rpm-list-admin@freshrpms.net  Wed Oct  9 10:51:45 2002
dataset/easy_ham/0832.e4325e0432c958e4cf5a36fef3bf8573,ham,Safe,9.00,From fork-admin@xent.com  Tue Sep 24 23:31:48 2002
dataset/easy_ham/0456.6902449f33fafc3cf77ec2d4e2a3851e,ham,Safe,8.00,From rpm-list-admin@freshrpms.net  Mon Aug 26 19:44:37 2002
dataset/easy_ham/0593.3c0b49542cfd173508426513c02483c6,ham,Safe,8.00,From fork-admin@xent.com  Tue Sep 10 11:07:22 2002
dataset/easy_ham/1009.7c9b90533c1766f51b93cb4c940d7317,ham,Safe,3.00,From tony@svanstrom.com  Fri Aug 23 11:05:51 2002
dataset/easy_ham/0081.9d26c2d149545a1c5d23e2cd4dca1b5f,ham,Safe,8.00,From razor-users-admin@lists.sourceforge.net  Mon Sep  2 12:20:32 2002
dataset/easy_ham/0718.68f8a85adbdadbd8959876992d001c5c,ham,Safe,8.00,From fork-admin@xent.com  Fri Sep 20 11:32:36 2002
dataset/easy_ham/1071.91f54390dd8c0706ed1b657fb0598ba7,ham,Safe,8.00,From exmh-users-admin@redhat.com  Tue Sep 10 11:23:42 2002
dataset/easy_ham/2367.4c7d1d3b8b2f0467a4ed5e9ef5f17980,ham,Safe,9.00,From rssfeeds@jmason.org  Fri Oct  4 11:02:15 2002
dataset/easy_ham/1741.1025c8d81a3ce398f65fb401537214fb,ham,Safe,2.00,Return-Path: barry@python.org
dataset/easy_ham/0129.00f1783f1c15a77f1c5ec212f5bcf1d1,ham,Safe,6.00,From ilug-admin@linux.ie  Mon Sep  2 16:21:52 2002
dataset/easy_ham/0964.d2bb65180b5827292fc3e54a44a02fdd,ham,Safe,8.00,From fork-admin@xent.com  Sun Oct  6 22:57:05 2002
dataset/easy_ham/1809.582f22e10f4f792eb0efe0499d37db30,ham,Safe,6.00,Return-Path: tim.one@comcast.net
dataset/easy_ham/0093.0c71febfdf6f3acbc4d0c76b777a8530,ham,Safe,8.00,From DNS-swap@lists.ironclad.net.au  Mon Sep  2 12:29:02 2002
dataset/easy_ham/0909.6e3ac55814e0630adcbe7e91f131e18c,ham,Safe,8.00,From fork-admin@xent.com  Wed Oct  2 16:02:24 2002
dataset/easy_ham/1365.83f365382e725776956f137a4600117e,ham,Safe,8.00,From rpm-list-admin@freshrpms.net  Mon Oct  7 19:49:17 2002
dataset/easy_ham/0902.056094d922ad63d0d84ad331469a3b37,ham,Safe,8.00,From fork-admin@xent.com  Wed Oct  2 11:47:44 2002
dataset/easy_ham/1127.1b3f0a69bea37c4e0a04b66ebc841196,ham,Safe,8.00,From rpm-list-admin@freshrpms.net  Thu Aug 29 11:03:42 2002
dataset/easy_ham/1459.74fc3984acd4e3e9f00e77f599d2fe27,ham,Safe,8.00,From spamassassin-talk-admin@lists.sourceforge.net  Thu Aug 29 11:06:55 2002
dataset/easy_ham/1776.6a0570ff6d45b717e0b6352d8fbf7ad4,ham,Safe,2.00,Return-Path: neale@woozle.org
dataset/easy_ham/1506.df1d0b609d034c834e290e7e3732e392,ham,Safe,6.00,From ygingras@ygingras.net  Wed Sep  4 18:58:57 2002
dataset/easy_ham/0847.00a64e95e9b26dd792571a8213a90c78,ham,Safe,8.00,From fork-admin@xent.com  Thu Sep 26 11:04:51 2002
dataset/easy_ham/1621.e0c43e18cb0b93910128e85a0a0a936f,ham,Safe,8.00,From spamassassin-devel-admin@lists.sourceforge.net  Fri Oct  4 11:07:33 2002
dataset/easy_ham/1325.eaf141388f8b499ac522747d674f3e6a,ham,Safe,8.00,From rpm-list-admin@freshrpms.net  Fri Oct  4 10:59:45 2002
dataset/easy_ham/0358.b93b0089eb452cabfbaa0a77cb3461fd,ham,Safe,8.00,From fork-admin@xent.com  Mon Aug 26 15:32:30 2002
dataset/easy_ham/1540.e6859a3f2b7d4347f84df81b2398ae58,ham,Safe,8.00,From spamassassin-talk-admin@lists.sourceforge.net  Fri Sep  6 19:36:54 2002
dataset/easy_ham/0018.ba70ecbeea6f427b951067f34e23bae6,ham,Safe,8.00,From exmh-workers-admin@redhat.com  Thu Aug 22 16:37:36 2002
dataset/easy_ham/0983.c68392ce03bc95afaf1ef76360ee0a88,ham,Safe,8.00,From fork-admin@xent.com  Fri Aug 23 11:08:31 2002
dataset/easy_ham/0256.6162c21da16ce179d6ed0238a7413a8d,ham,Safe,8.00,From ilug-admin@linux.ie  Wed Aug 28 10:48:30 2002
dataset/easy_ham/0164.ae42a102de7318dc4876af403b6e5956,ham,Phishing,11.00,From sentto-2242572-55999-1034047414-zzzz=example.com@returns.groups.yahoo.com  Tue Oct  8 10:57:58 2002
dataset/easy_ham/1140.58310046747fc9cf38a43349d2461870,ham,Safe,8.00,From rpm-list-admin@freshrpms.net  Fri Sep  6 11:34:02 2002
dataset/easy_ham/1959.27ef2109bcf0f706c42a4977db5f0dc8,ham,Safe,8.00,From rssfeeds@jmason.org  Tue Sep 24 10:47:58 2002
dataset/easy_ham/1289.84eadde1bbefccfa683dbe80e2a7b9be,ham,Safe,8.00,From rpm-list-admin@freshrpms.net  Mon Sep 30 21:45:14 2002
dataset/easy_ham/0072.d1c080832388ae81835ca069e2efffa3,ham,Safe,8.00,From fork-admin@xent.com  Thu Aug 29 16:32:25 2002
dataset/easy_ham/0028.54cf7aa229456fb33194b3a12a713e3e,ham,Safe,8.00,From exmh-workers-admin@redhat.com  Thu Aug 22 18:17:16 2002
dataset/easy_ham/2037.8eee0e6738beed8805727cca45c8b29b,ham,Safe,6.00,From rssfeeds@jmason.org  Thu Sep 26 16:33:49 2002
dataset/easy_ham/1748.f61b77d47c074402d1ee5976e9a4fd7d,ham,Safe,6.00,Return-Path: guido@python.org
dataset/easy_ham/1315.ba15a1eb74df7bc386ecb05e9ded5809,ham,Safe,8.00,From rpm-list-admin@freshrpms.net  Thu Oct  3 12:23:55 2002
dataset/easy_ham/0706.ef90d85cf26d95101f9f5071ac457a81,ham,Safe,8.00,From fork-admin@xent.com  Thu Sep 19 16:25:57 2002
dataset/easy_ham/2464.0c973fb4c6105b3cdc0ce5c786ed6b0c,ham,Safe,8.00,From rssfeeds@jmason.org  Tue Oct  8 10:55:53 2002
dataset/easy_ham/0166.f4acdf86d261b60094536bf5a654cc33,ham,Phishing,11.00,From sentto-2242572-56001-1034049352-zzzz=example.com@returns.groups.yahoo.com  Tue Oct  8 10:58:30 2002
dataset/easy_ham/2320.a1cdd2b0e2af68c83d759ffc8b4393d2,ham,Safe,8.00,From rssfeeds@jmason.org  Thu Oct  3 12:24:37 2002
dataset/easy_ham/0139.4a3f2cb7efe7318e1ed9b698d1d4a1db,ham,Safe,8.00,From ilug-admin@linux.ie  Mon Oct  7 12:06:36 2002
dataset/easy_ham/1627.6e01ae785063460c6a1227465ae3c85b,ham,Safe,6.00,From jm@jmason.org  Sat Oct  5 18:17:58 2002
dataset/easy_ham/0805.f275674c050884c5ad02c1b6fac94e30,ham,Safe,8.00,From fork-admin@xent.com  Tue Sep 24 10:48:38 2002
dataset/easy_ham/0211.abf5659ad8e94f01551b685061f06d94,ham,Safe,8.00,From ilug-admin@linux.ie  Tue Oct  8 14:40:20 2002
dataset/easy_ham/1064.cc185e02744782aa86371b064d602e62,ham,Safe,8.00,From exmh-users-admin@redhat.com  Tue Sep 10 11:22:51 2002
dataset/easy_ham/1299.072df7fa1fc07de40459983f730b82ca,ham,Safe,8.00,From rpm-list-admin@freshrpms.net  Tue Oct  1 15:05:38 2002
dataset/easy_ham/1829.1c598ff775a4de81c391eb9bb738d0c9,ham,Safe,2.00,Return-Path: tim.one@comcast.net
dataset/easy_ham/0996.a6ea93af44bc21fb704aecfd1bc4d57a,ham,Safe,8.00,From fork-admin@xent.com  Thu Aug 29 16:32:25 2002
dataset/easy_ham/0367.b5b7e46c0cd3cee620aa699eca0359c6,ham,Safe,8.00,From fork-admin@xent.com  Mon Aug 26 19:34:24 2002
dataset/easy_ham/1530.fda9cfd3e1881b3e8c823a35b618f897,ham,Safe,8.00,From spamassassin-talk-owner@lists.sourceforge.net  Thu Sep  5 12:50:49 2002
dataset/easy_ham/2204.10ad821cb53a4ab7f04e6cce9a711874,ham,Safe,9.00,From rssfeeds@jmason.org  Tue Oct  1 10:36:37 2002
dataset/easy_ham/2416.77fd4434a9abdaed5b53307fa16a7e2a,ham,Safe,8.00,From rssfeeds@jmason.org  Mon Oct  7 12:05:01 2002
dataset/easy_ham/1268.0a4d5ea5ca61460fc95b01dff4224767,ham,Safe,8.00,From exmh-users-admin@redhat.com  Wed Oct  9 22:43:07 2002
dataset/easy_ham/0583.5165cf3ccd9404fade3014b0d00c97e6,ham,Safe,8.00,From fork-admin@xent.com  Mon Sep  9 19:27:46 2002
dataset/easy_ham/1349.d05ca7b269c99915562d3e448f7b8afa,ham,Safe,8.00,From rpm-list-admin@freshrpms.net  Sun Oct  6 22:54:56 2002
dataset/easy_ham/0475.d5afc23cfec40c4cd65198f1e88a193d,ham,Safe,8.00,From fork-admin@xent.com  Wed Sep  4 11:42:09 2002
dataset/easy_ham/2218.4627a0ebd744927f2957e7e014fb82fe,ham,Safe,9.00,From rssfeeds@jmason.org  Tue Oct  1 10:36:52 2002
dataset/easy_ham/0665.92e4e88458a94d0f02cfa34985127107,ham,Safe,2.00,From johnhall@evergo.net  Tue Sep 17 23:29:48 2002
dataset/easy_ham/0296.42216a75e0256510b216eaba6893d40d,ham,Phishing,11.00,From sentto-2242572-53763-1031265221-zzzz=example.com@returns.groups.yahoo.com  Fri Sep  6 11:48:55 2002
dataset/easy_ham/0919.7cc4e3008c6788cc7675d1662ea4df75,ham,Safe,8.00,From fork-admin@xent.com  Thu Oct  3 12:55:13 2002
dataset/easy_ham/2429.ba3172b8bb1849e4ef208584b4fa51dd,ham,Safe,9.00,From rssfeeds@jmason.org  Mon Oct  7 12:05:18 2002
